6/30/14,2.24309E+11,208.9038086
6/30/14,2.24358E+11,208.9494766
6/30/14,2.24406E+11,208.994326
6/30/14,2.24446E+11,209.0316067
6/30/14,2.24483E+11,209.0664088
6/30/14,2.24518E+11,209.0988153
6/30/14,2.24558E+11,209.1362553
6/30/14,2.24599E+11,209.1744817
6/30/14,2.24635E+11,209.2076953
6/30/14,2.2467E+11,209.2399391
6/30/14,2.24721E+11,209.2873392
6/29/14,2.24794E+11,209.3553254
6/29/14,2.24847E+11,209.4050223
6/29/14,2.24887E+11,209.4425478
6/29/14,2.24937E+11,209.4890372
6/29/14,2.24982E+11,209.5308552
6/29/14,2.2505E+11,209.5940892
6/29/14,2.25123E+11,209.6621777
6/29/14,2.25198E+11,209.7324069
6/29/14,2.25273E+11,209.8015668
6/29/14,2.25325E+11,209.8498103
6/29/14,2.25397E+11,209.9175882
6/29/14,2.25484E+11,209.998716
6/29/14,2.2557E+11,210.0781218
6/29/14,2.25641E+11,210.144592
6/29/14,2.25698E+11,210.1974258
6/29/14,2.25723E+11,210.2211072
6/29/14,2.25749E+11,210.2450234
6/29/14,2.25787E+11,210.2805131
6/29/14,2.25838E+11,210.3277318
6/29/14,2.25893E+11,210.3796911
6/29/14,2.25944E+11,210.4267956
6/29/14,2.26002E+11,210.4804927
6/29/14,2.26058E+11,210.5330763
6/29/14,2.26121E+11,210.5916503
6/28/14,2.26189E+11,210.6549352
6/28/14,2.26259E+11,210.7197227
6/28/14,2.26334E+11,210.7903636
6/28/14,2.26402E+11,210.8528897
6/28/14,2.2647E+11,210.9167198
6/28/14,2.2658E+11,211.0190353
6/28/14,2.26664E+11,211.0975555
6/28/14,2.26728E+11,211.1570415
6/28/14,2.26787E+11,211.2114185
6/28/14,2.2684E+11,211.2612569
6/28/14,2.2689E+11,211.3077647
6/28/14,2.26934E+11,211.3483289
6/28/14,2.27006E+11,211.415932
6/28/14,2.27141E+11,211.5419671
6/28/14,2.27184E+11,211.5813042
6/28/14,2.2721E+11,211.6055991
6/28/14,2.2724E+11,211.6341963
6/28/14,2.27293E+11,211.68354
6/28/14,2.2736E+11,211.7453648
6/28/14,2.27421E+11,211.8022394
6/28/14,2.27484E+11,211.8612111
6/28/14,2.27552E+11,211.9242624
6/28/14,2.27625E+11,211.9922075
6/28/14,2.27697E+11,212.0594161
6/27/14,2.27764E+11,212.1221975
6/27/14,2.27836E+11,212.1891864
6/27/14,2.27922E+11,212.2689552
6/27/14,2.28005E+11,212.3463418
6/27/14,2.28098E+11,212.4326207
6/27/14,2.28283E+11,212.6046906
6/27/14,2.28337E+11,212.6556082
6/27/14,2.28423E+11,212.7357327
6/27/14,2.285E+11,212.8072589
6/27/14,2.28557E+11,212.8604136
6/27/14,2.28613E+11,212.9125824
6/27/14,2.28658E+11,212.9542182
6/27/14,2.28708E+11,213.0009549
6/27/14,2.28766E+11,213.0550048
6/27/14,2.28862E+11,213.1444607
6/27/14,2.28956E+11,213.231835
6/27/14,2.2903E+11,213.3011408
6/27/14,2.29136E+11,213.3993365
6/27/14,2.29261E+11,213.5158393
6/27/14,2.29384E+11,213.6305469
6/27/14,2.29475E+11,213.7155581
6/27/14,2.29577E+11,213.8103065
6/27/14,2.29711E+11,213.9348774
6/27/14,2.29825E+11,214.0408109
6/26/14,2.29924E+11,214.1330385
6/26/14,2.30026E+11,214.2284873
6/26/14,2.30145E+11,214.3389473
6/26/14,2.30355E+11,214.5344747
6/26/14,2.30503E+11,214.6727295
6/26/14,2.30598E+11,214.7606748
6/26/14,2.30704E+11,214.8596055
6/26/14,2.30775E+11,214.9257743
6/26/14,2.30861E+11,215.005785
6/26/14,2.30912E+11,215.0538349
6/26/14,2.30962E+11,215.100242
6/26/14,2.31003E+11,215.1380987
6/26/14,2.31041E+11,215.1735662
6/26/14,2.31087E+11,215.2162491
6/26/14,2.31123E+11,215.249843
6/26/14,2.312E+11,215.321497
6/26/14,2.31294E+11,215.4089543
6/26/14,2.31373E+11,215.4833384
6/26/14,2.31442E+11,215.547267
6/26/14,2.31527E+11,215.6264693
6/26/14,2.31587E+11,215.6823454
6/26/14,2.31649E+11,215.7401956
6/26/14,2.31743E+11,215.8276164
6/26/14,2.31816E+11,215.8956807
6/25/14,2.31869E+11,215.9447835
